hierarchyId	pCFID	name	fileName	verb	object	process
9.3.3.2	11631	Establish (tax and book) depreciation policies	11631-EstablishTaxAndBookDepreciationPolicies.mdx	Establish	(tax And Book) Depreciation Policies	Perform fixed-asset accounting
9.3.3.3	10829	Maintain fixed-asset master data files	10829-MaintainFixedAssetMasterDataFiles.mdx	Maintain	Fixed-asset Master Data Files	Perform fixed-asset accounting
9.3.3.4	10830	Process and record fixed-asset additions and retires	10830-ProcessAndRecordFixedAssetAdditionsAndRetires.mdx	Process	And Record Fixed-asset Additions And Retires	Perform fixed-asset accounting
9.3.3.5	10831	Process and record fixed-asset adjustments, enhancements, revaluations, and transfers	10831-ProcessAndRecordFixedAssetAdjustmentsEnhancementsRevaluationsAndTransfers.mdx	Process	And Record Fixed-asset Adjustments, Enhancements, Revaluations, And Transfers	Perform fixed-asset accounting
9.3.3.6	10832	Process and record fixed-asset maintenance and repair expenses	10832-ProcessAndRecordFixedAssetMaintenanceAndRepairExpenses.mdx	Process	And Record Fixed-asset Maintenance And Repair Expenses	Perform fixed-asset accounting
9.3.3.7	10833	Calculate and record depreciation expense	10833-CalculateAndRecordDepreciationExpense.mdx	Calculate	And Record Depreciation Expense	Perform fixed-asset accounting
9.3.3.8	10834	Reconcile fixed-asset ledger	10834-ReconcileFixedAssetLedger.mdx	Reconcile	Fixed-asset Ledger	Perform fixed-asset accounting
9.3.3.9	10835	Track fixed-assets including physical inventory	10835-TrackFixedAssetsIncludingPhysicalInventory.mdx	Track	Fixed-assets Including Physical Inventory	Perform fixed-asset accounting
9.3.3.10	10836	Provide fixed-asset data to support tax, statutory, and regulatory reporting	10836-ProvideFixedAssetDataToSupportTaxStatutoryAndRegulatoryReporting.mdx	Provide	Fixed-asset Data To Support Tax, Statutory, And Regulatory Reporting	Perform fixed-asset accounting
9.3.4.1	10837	Prepare business unit financial statements	10837-PrepareBusinessUnitFinancialStatements.mdx	Prepare	Business Unit Financial Statements	Perform financial reporting
9.3.4.2	10838	Prepare consolidated financial statements	10838-PrepareConsolidatedFinancialStatements.mdx	Prepare	Consolidated Financial Statements	Perform financial reporting
9.3.4.3	10839	Perform business unit reporting/review management reports	10839-PerformBusinessUnitReportingReviewManagementReports.mdx	Perform	Business Unit Reporting/review Management Reports	Perform financial reporting
9.3.4.4	10840	Perform consolidated reporting/review of cost management reports	10840-PerformConsolidatedReportingReviewOfCostManagementReports.mdx	Perform	Consolidated Reporting/review Of Cost Management Reports	Perform financial reporting
9.3.4.5	10841	Prepare statements for board review	10841-PrepareStatementsForBoardReview.mdx	Prepare	Statements For Board Review	Perform financial reporting
9.3.4.6	10842	Produce quarterly/annual filings and shareholder reports	10842-ProduceQuarterlyAnnualFilingsAndShareholderReports.mdx	Produce	Quarterly/annual Filings And Shareholder Reports	Perform financial reporting
9.3.4.7	10843	Produce regulatory reports	10843-ProduceRegulatoryReports.mdx	Produce	Regulatory Reports	Perform financial reporting
9.3.4.8	14074	Perform legal and management consolidation	14074-PerformLegalAndManagementConsolidation.mdx	Perform	Legal And Management Consolidation	Perform financial reporting
9.4.1.1	10844	Develop capital investment policies and procedures	10844-DevelopCapitalInvestmentPoliciesAndProcedures.mdx	Develop	Capital Investment Policies And Procedures	Perform capital planning and project approval
9.4.1.2	10845	Develop and approve capital expenditure plans and budgets	10845-DevelopAndApproveCapitalExpenditurePlansAndBudgets.mdx	Develop	And Approve Capital Expenditure Plans And Budgets	Perform capital planning and project approval
9.4.1.3	10846	Review and approve capital projects and fixed-asset acquisitions	10846-ReviewAndApproveCapitalProjectsAndFixedAssetAcquisitions.mdx	Review	And Approve Capital Projects And Fixed-asset Acquisitions	Perform capital planning and project approval
9.4.1.4	10847	Conduct financial justification for project approval	10847-ConductFinancialJustificationForProjectApproval.mdx	Conduct	Financial Justification For Project Approval	Perform capital planning and project approval
9.4.2.1	10848	Create project account codes	10848-CreateProjectAccountCodes.mdx	Create	Project Account Codes	Perform capital project accounting
9.4.2.2	10849	Record project-related transactions	10849-RecordProjectRelatedTransactions.mdx	Record	Project-related Transactions	Perform capital project accounting
9.4.2.3	10850	Monitor and track capital projects and budget spending	10850-MonitorAndTrackCapitalProjectsAndBudgetSpending.mdx	Monitor	And Track Capital Projects And Budget Spending	Perform capital project accounting
9.4.2.4	10851	Close/capitalize projects	10851-CloseCapitalizeProjects.mdx	Close/capitalize	Projects	Perform capital project accounting
9.4.2.5	10852	Measure financial returns on completed capital projects	10852-MeasureFinancialReturnsOnCompletedCapitalProjects.mdx	Measure	Financial Returns On Completed Capital Projects	Perform capital project accounting
9.5.1.1	10853	Establish policies and procedures	10853-EstablishPoliciesAndProcedures.mdx	Establish	Policies And Procedures	Report time
9.5.1.2	10854	Collect and record employee time worked	10854-CollectAndRecordEmployeeTimeWorked.mdx	Collect	And Record Employee Time Worked	Report time
9.5.1.3	10855	Analyze and report paid and unpaid leave	10855-AnalyzeAndReportPaidAndUnpaidLeave.mdx	Analyze	And Report Paid And Unpaid Leave	Report time
9.5.1.4	10856	Monitor regular, overtime, and other hours	10856-MonitorRegularOvertimeAndOtherHours.mdx	Monitor	Regular, Overtime, And Other Hours	Report time
9.5.1.5	10857	Analyze and report employee utilization	10857-AnalyzeAndReportEmployeeUtilization.mdx	Analyze	And Report Employee Utilization	Report time
9.5.2.1	10858	Enter employee time worked into payroll system	10858-EnterEmployeeTimeWorkedIntoPayrollSystem.mdx	Enter	Employee Time Worked Into Payroll System	Manage pay
9.5.2.2	10859	Maintain and administer employee earnings information	10859-MaintainAndAdministerEmployeeEarningsInformation.mdx	Maintain	And Administer Employee Earnings Information	Manage pay
9.5.2.3	10860	Maintain and administer applicable deductions	10860-MaintainAndAdministerApplicableDeductions.mdx	Maintain	And Administer Applicable Deductions	Manage pay
9.5.2.4	10861	Monitor changes in tax status of employees	10861-MonitorChangesInTaxStatusOfEmployees.mdx	Monitor	Changes In Tax Status Of Employees	Manage pay
9.5.2.5	10862	Process and distribute payments	10862-ProcessAndDistributePayments.mdx	Process	And Distribute Payments	Manage pay
9.5.2.6	10863	Process and distribute manual checks	10863-ProcessAndDistributeManualChecks.mdx	Process	And Distribute Manual Checks	Manage pay
9.5.2.7	10864	Process period-end adjustments	10864-ProcessPeriodEndAdjustments.mdx	Process	Period-end Adjustments	Manage pay
9.5.2.8	10865	Respond to employee payroll inquiries	10865-RespondToEmployeePayrollInquiries.mdx	Respond	To Employee Payroll Inquiries	Manage pay
9.5.3.1	14075	Develop tax plan	14075-DevelopTaxPlan.mdx	Develop	Tax Plan	Manage and process payroll taxes
9.5.3.2	14076	Manage tax plan	14076-ManageTaxPlan.mdx	Manage	Tax Plan	Manage and process payroll taxes
9.5.3.3	10866	Calculate and pay applicable payroll taxes	10866-CalculateAndPayApplicablePayrollTaxes.mdx	Calculate	And Pay Applicable Payroll Taxes	Manage and process payroll taxes
9.5.3.4	10867	Produce and distribute employee annual tax statements	10867-ProduceAndDistributeEmployeeAnnualTaxStatements.mdx	Produce	And Distribute Employee Annual Tax Statements	Manage and process payroll taxes
9.5.3.5	10868	File regulatory payroll tax forms	10868-FileRegulatoryPayrollTaxForms.mdx	File	Regulatory Payroll Tax Forms	Manage and process payroll taxes
9.6.1.1	10869	Verify AP pay file with purchase order vendor master file	10869-VerifyApPayFileWithPurchaseOrderVendorMasterFile.mdx	Verify	AP Pay File With Purchase Order Vendor Master File	Process accounts payable (AP)
9.6.1.2	10870	Maintain/Manage electronic commerce	10870-MaintainManageElectronicCommerce.mdx	Maintain/Manage	Electronic Commerce	Process accounts payable (AP)
9.6.1.3	10871	Audit invoices and key data in AP system	10871-AuditInvoicesAndKeyDataInApSystem.mdx	Audit	Invoices And Key Data In AP System	Process accounts payable (AP)
9.6.1.4	10872	Approve payments	10872-ApprovePayments.mdx	Approve	Payments	Process accounts payable (AP)
9.6.1.5	10873	Process financial accruals and reversals	10873-ProcessFinancialAccrualsAndReversals.mdx	Process	Financial Accruals And Reversals	Process accounts payable (AP)
9.6.1.6	10874	Process payables taxes	10874-ProcessPayablesTaxes.mdx	Process	Payables Taxes	Process accounts payable (AP)
9.6.1.7	10875	Research/Resolve payable exceptions	10875-ResearchResolvePayableExceptions.mdx	Research/Resolve	Payable Exceptions	Process accounts payable (AP)
9.6.1.8	10876	Process payments	10876-ProcessPayments.mdx	Process	Payments	Process accounts payable (AP)
9.6.1.9	10877	Respond to AP inquiries	10877-RespondToApInquiries.mdx	Respond	To AP Inquiries	Process accounts payable (AP)
9.6.1.10	10878	Retain records	10878-RetainRecords.mdx	Retain	Records	Process accounts payable (AP)
9.6.1.11	10879	Adjust accounting records	10879-AdjustAccountingRecords.mdx	Adjust	Accounting Records	Process accounts payable (AP)
9.6.2.1	10880	Establish and communicate expense reimbursement policies and approval limits	10880-EstablishAndCommunicateExpenseReimbursementPoliciesAndApprovalLimits.mdx	Establish	And Communicate Expense Reimbursement Policies And Approval Limits	Process expense reimbursements
9.6.2.2	10881	Capture and report relevant tax data	10881-CaptureAndReportRelevantTaxData.mdx	Capture	And Report Relevant Tax Data	Process expense reimbursements
9.6.2.3	10882	Approve reimbursements and advances	10882-ApproveReimbursementsAndAdvances.mdx	Approve	Reimbursements And Advances	Process expense reimbursements
9.6.2.4	10883	Process reimbursements and advances	10883-ProcessReimbursementsAndAdvances.mdx	Process	Reimbursements And Advances	Process expense reimbursements
9.6.2.5	10884	Manage personnel accounts	10884-ManagePersonnelAccounts.mdx	Manage	Personnel Accounts	Process expense reimbursements
9.6.3.1	20930	Establish corporate credit card policies and approval limits	20930-EstablishCorporateCreditCardPoliciesAndApprovalLimits.mdx	Establish	Corporate Credit Card Policies And Approval Limits	Manage corporate credit cards
9.6.3.2	20931	Process corporate credit card requests	20931-ProcessCorporateCreditCardRequests.mdx	Process	Corporate Credit Card Requests	Manage corporate credit cards
9.6.3.3	20932	Order corporate credit cards	20932-OrderCorporateCreditCards.mdx	Order	Corporate Credit Cards	Manage corporate credit cards
9.6.3.4	20933	Manage corporate credit card accounts	20933-ManageCorporateCreditCardAccounts.mdx	Manage	Corporate Credit Card Accounts	Manage corporate credit cards
9.6.3.5	20934	Approve/Change credit limits	20934-ApproveChangeCreditLimits.mdx	Approve/Change	Credit Limits	Manage corporate credit cards
9.6.3.6	20935	Cancel/Deactivate credit card	20935-CancelDeactivateCreditCard.mdx	Cancel/Deactivate	Credit Card	Manage corporate credit cards
9.7.1.1	10885	Establish scope and governance of treasury operations	10885-EstablishScopeAndGovernanceOfTreasuryOperations.mdx	Establish	Scope And Governance Of Treasury Operations	Manage treasury policies and procedures
9.7.1.2	10886	Establish and publish treasury policies	10886-EstablishAndPublishTreasuryPolicies.mdx	Establish	And Publish Treasury Policies	Manage treasury policies and procedures
9.7.1.3	10887	Develop treasury procedures	10887-DevelopTreasuryProcedures.mdx	Develop	Treasury Procedures	Manage treasury policies and procedures
9.7.1.4	10888	Monitor treasury procedures	10888-MonitorTreasuryProcedures.mdx	Monitor	Treasury Procedures	Manage treasury policies and procedures
9.7.1.5	10889	Audit treasury procedures	10889-AuditTreasuryProcedures.mdx	Audit	Treasury Procedures	Manage treasury policies and procedures
9.7.1.6	10890	Revise treasury procedures	10890-ReviseTreasuryProcedures.mdx	Revise	Treasury Procedures	Manage treasury policies and procedures
9.7.1.7	10891	Develop and confirm internal controls for treasury	10891-DevelopAndConfirmInternalControlsForTreasury.mdx	Develop	And Confirm Internal Controls For Treasury	Manage treasury policies and procedures
9.7.1.8	10892	Define system security requirements	10892-DefineSystemSecurityRequirements.mdx	Define	System Security Requirements	Manage treasury policies and procedures
9.7.2.1	11633	Understand the organization's growth objectives	11633-UnderstandTheOrganizationSGrowthObjectives.mdx	Understand	Organization's Growth Objectives	Create internal funding program
9.7.2.2	11634	Review organization's capital needs/budgets	11634-ReviewOrganizationSCapitalNeedsBudgets.mdx	Review	Organization's Capital Needs/budgets	Create internal funding program
9.7.2.3	11635	Determine sources and uses of capital	11635-DetermineSourcesAndUsesOfCapital.mdx	Determine	Sources And Uses Of Capital	Create internal funding program
9.7.2.4	11636	Create alternative financing programs	11636-CreateAlternativeFinancingPrograms.mdx	Create	Alternative Financing Programs	Create internal funding program
9.7.2.5	11637	Evaluate alternative financing programs	11637-EvaluateAlternativeFinancingPrograms.mdx	Evaluate	Alternative Financing Programs	Create internal funding program
9.7.2.6	11638	Finalize financing program	11638-FinalizeFinancingProgram.mdx	Finalize	Financing Program	Create internal funding program
9.7.2.7	11639	Adjust financing program	11639-AdjustFinancingProgram.mdx	Adjust	Financing Program	Create internal funding program
9.7.3.1	10893	Manage and reconcile cash positions	10893-ManageAndReconcileCashPositions.mdx	Manage	And Reconcile Cash Positions	Manage cash
9.7.3.2	10894	Manage cash equivalents	10894-ManageCashEquivalents.mdx	Manage	Cash Equivalents	Manage cash
9.7.3.3	10895	Process and oversee electronic fund transfers (EFTs)	10895-ProcessAndOverseeElectronicFundTransfersEfts.mdx	Process	And Oversee Electronic Fund Transfers (EFTs)	Manage cash
9.7.3.4	10896	Develop cash flow forecasts	10896-DevelopCashFlowForecasts.mdx	Develop	Cash Flow Forecasts	Manage cash
9.7.3.5	10897	Manage cash flows	10897-ManageCashFlows.mdx	Manage	Cash Flows	Manage cash
9.7.3.6	10898	Produce cash management accounting transactions and reports	10898-ProduceCashManagementAccountingTransactionsAndReports.mdx	Produce	Cash Management Accounting Transactions And Reports	Manage cash
9.7.3.7	10899	Manage and oversee banking relationships	10899-ManageAndOverseeBankingRelationships.mdx	Manage	And Oversee Banking Relationships	Manage cash
9.7.3.8	10900	Analyze, negotiate, resolve, and confirm bank fees	10900-AnalyzeNegotiateResolveAndConfirmBankFees.mdx	Analyze,	Negotiate, Resolve, And Confirm Bank Fees	Manage cash
9.7.4.1	10901	Manage in-house bank accounts for subsidiaries	10901-ManageInHouseBankAccountsForSubsidiaries.mdx	Manage	In-house Bank Accounts For Subsidiaries	Manage in-house bank accounts
9.7.4.2	10902	Manage and facilitate inter-company borrowing transactions	10902-ManageAndFacilitateInterCompanyBorrowingTransactions.mdx	Manage	And Facilitate Inter-company Borrowing Transactions	Manage in-house bank accounts
9.7.4.3	10903	Manage centralized outgoing payments on behalf of subsidiaries	10903-ManageCentralizedOutgoingPaymentsOnBehalfOfSubsidiaries.mdx	Manage	Centralized Outgoing Payments On Behalf Of Subsidiaries	Manage in-house bank accounts
9.7.4.4	10904	Manage central incoming payments on behalf of subsidiaries	10904-ManageCentralIncomingPaymentsOnBehalfOfSubsidiaries.mdx	Manage	Central Incoming Payments On Behalf Of Subsidiaries	Manage in-house bank accounts
9.7.4.5	10905	Manage internal payments and netting transactions	10905-ManageInternalPaymentsAndNettingTransactions.mdx	Manage	Internal Payments And Netting Transactions	Manage in-house bank accounts
9.7.4.6	10906	Calculate interest and fees for in-house bank accounts	10906-CalculateInterestAndFeesForInHouseBankAccounts.mdx	Calculate	Interest And Fees For In-house Bank Accounts	Manage in-house bank accounts
9.7.4.7	10907	Provide account statements for in-house bank accounts	10907-ProvideAccountStatementsForInHouseBankAccounts.mdx	Provide	Account Statements For In-house Bank Accounts	Manage in-house bank accounts
9.7.5.1	14079	Establish investment policy	14079-EstablishInvestmentPolicy.mdx	Establish	Investment Policy	Manage debt and investment
9.7.5.2	10908	Manage financial intermediary relationships	10908-ManageFinancialIntermediaryRelationships.mdx	Manage	Financial Intermediary Relationships	Manage debt and investment
9.7.5.3	10909	Manage liquidity	10909-ManageLiquidity.mdx	Manage	Liquidity	Manage debt and investment
9.7.5.4	10910	Manage issuer exposure	10910-ManageIssuerExposure.mdx	Manage	Issuer Exposure	Manage debt and investment
9.7.5.5	10911	Process and oversee debt and investment transactions	10911-ProcessAndOverseeDebtAndInvestmentTransactions.mdx	Process	And Oversee Debt And Investment Transactions	Manage debt and investment
9.7.5.6	10912	Process and oversee foreign currency transactions	10912-ProcessAndOverseeForeignCurrencyTransactions.mdx	Process	And Oversee Foreign Currency Transactions	Manage debt and investment
9.7.5.7	10913	Produce debt and investment accounting transaction reports	10913-ProduceDebtAndInvestmentAccountingTransactionReports.mdx	Produce	Debt And Investment Accounting Transaction Reports	Manage debt and investment
9.7.5.8	14210	Process and oversee interest rate transactions	14210-ProcessAndOverseeInterestRateTransactions.mdx	Process	And Oversee Interest Rate Transactions	Manage debt and investment
9.7.6.1	12974	Develop risk management/hedging strategy	12974-DevelopRiskManagementHedgingStrategy.mdx	Develop	Risk Management/hedging Strategy	Monitor and execute risk and hedging transactions
9.7.6.2	11209	Manage interest rate risk	11209-ManageInterestRateRisk.mdx	Manage	Interest Rate Risk	Monitor and execute risk and hedging transactions
9.7.6.3	11210	Manage foreign exchange risk	11210-ManageForeignExchangeRisk.mdx	Manage	Foreign Exchange Risk	Monitor and execute risk and hedging transactions
9.7.6.4	11211	Manage exposure risk	11211-ManageExposureRisk.mdx	Manage	Exposure Risk	Monitor and execute risk and hedging transactions
9.7.6.5	20137	Execute hedging transactions	20137-ExecuteHedgingTransactions.mdx	Execute	Hedging Transactions	Monitor and execute risk and hedging transactions
9.7.6.6	11214	Produce hedge accounting transactions and reports	11214-ProduceHedgeAccountingTransactionsAndReports.mdx	Produce	Hedge Accounting Transactions And Reports	Monitor and execute risk and hedging transactions
9.8.1.1	10914	Establish board of directors and audit committee	10914-EstablishBoardOfDirectorsAndAuditCommittee.mdx	Establish	Board Of Directors And Audit Committee	Establish internal controls, policies, and procedures
9.8.1.2	10915	Define and communicate code of ethics	10915-DefineAndCommunicateCodeOfEthics.mdx	Define	And Communicate Code Of Ethics	Establish internal controls, policies, and procedures
9.8.1.3	10916	Assign roles and responsibility for internal controls	10916-AssignRolesAndResponsibilityForInternalControls.mdx	Assign	Roles And Responsibility For Internal Controls	Establish internal controls, policies, and procedures
9.8.1.4	11250	Define business process objectives and risks	11250-DefineBusinessProcessObjectivesAndRisks.mdx	Define	Business Process Objectives And Risks	Establish internal controls, policies, and procedures
9.8.1.5	11251	Define entity/unit risk tolerances	11251-DefineEntityUnitRiskTolerances.mdx	Define	Entity/unit Risk Tolerances	Establish internal controls, policies, and procedures
9.8.2.1	10917	Design and implement control activities	10917-DesignAndImplementControlActivities.mdx	Design	And Implement Control Activities	Operate controls and monitor compliance with internal controls policies and procedures
9.8.2.2	10918	Monitor control effectiveness	10918-MonitorControlEffectiveness.mdx	Monitor	Control Effectiveness	Operate controls and monitor compliance with internal controls policies and procedures
9.8.2.3	10919	Remediate control deficiencies	10919-RemediateControlDeficiencies.mdx	Remediate	Control Deficiencies	Operate controls and monitor compliance with internal controls policies and procedures
9.8.2.4	10920	Create compliance function	10920-CreateComplianceFunction.mdx	Create	Compliance Function	Operate controls and monitor compliance with internal controls policies and procedures
9.8.2.5	10921	Operate compliance function	10921-OperateComplianceFunction.mdx	Operate	Compliance Function	Operate controls and monitor compliance with internal controls policies and procedures
9.8.2.6	10922	Implement and maintain controls-related enabling technologies and tools	10922-ImplementAndMaintainControlsRelatedEnablingTechnologiesAndTools.mdx	Implement	And Maintain Controls-related Enabling Technologies And Tools	Operate controls and monitor compliance with internal controls policies and procedures
9.8.3.1	11642	Develop audit and compliance plan	11642-DevelopAuditAndCompliancePlan.mdx	Develop	Audit And Compliance Plan	Manage and monitor compliance function
9.8.3.2	11643	Manage activities of audit and compliance function program	11643-ManageActivitiesOfAuditAndComplianceFunctionProgram.mdx	Manage	Activities Of Audit And Compliance Function Program	Manage and monitor compliance function
9.8.3.3	11644	Manage organizational model and reporting relationships for compliance function	11644-ManageOrganizationalModelAndReportingRelationshipsForComplianceFunction.mdx	Manage	Organizational Model And Reporting Relationships For Compliance Function	Manage and monitor compliance function
9.8.3.4	11645	Manage key capabilities of compliance function	11645-ManageKeyCapabilitiesOfComplianceFunction.mdx	Manage	Key Capabilities Of Compliance Function	Manage and monitor compliance function
9.8.4.1	10923	Report to external auditors	10923-ReportToExternalAuditors.mdx	Report	To External Auditors	Report on internal controls compliance
9.8.4.2	10924	Report to regulators, share-/debt-holders, securities exchanges, etc.	10924-ReportToRegulatorsShareDebtHoldersSecuritiesExchangesEtc.mdx	Report	To Regulators, Share-/debt-holders, Securities Exchanges, Etc.	Report on internal controls compliance
9.8.4.3	10925	Report to third parties	10925-ReportToThirdParties.mdx	Report	To Third Parties	Report on internal controls compliance
9.8.4.4	10926	Report to internal management	10926-ReportToInternalManagement.mdx	Report	To Internal Management	Report on internal controls compliance
9.9.1.1	10927	Develop foreign, national, state, and local tax strategy	10927-DevelopForeignNationalStateAndLocalTaxStrategy.mdx	Develop	Foreign, National, State, And Local Tax Strategy	Develop tax strategy and plan
9.9.1.2	10928	Consolidate and optimize total tax plan	10928-ConsolidateAndOptimizeTotalTaxPlan.mdx	Consolidate	And Optimize Total Tax Plan	Develop tax strategy and plan
9.9.1.3	10929	Maintain tax master data	10929-MaintainTaxMasterData.mdx	Maintain	Tax Master Data	Develop tax strategy and plan
9.9.2.1	10930	Perform tax planning/strategy	10930-PerformTaxPlanningStrategy.mdx	Perform	Tax Planning/strategy	Process taxes
9.9.2.2	10931	Prepare tax returns	10931-PrepareTaxReturns.mdx	Prepare	Tax Returns	Process taxes
9.9.2.3	10932	Prepare foreign taxes	10932-PrepareForeignTaxes.mdx	Prepare	Foreign Taxes	Process taxes
9.9.2.4	10933	Calculate deferred taxes	10933-CalculateDeferredTaxes.mdx	Calculate	Deferred Taxes	Process taxes
9.9.2.5	10934	Account for taxes	10934-AccountForTaxes.mdx	Account	For Taxes	Process taxes
9.9.2.6	10935	Monitor tax compliance	10935-MonitorTaxCompliance.mdx	Monitor	Tax Compliance	Process taxes
9.9.2.7	10936	Address tax inquiries	10936-AddressTaxInquiries.mdx	Address	Tax Inquiries	Process taxes
10.1.1.1	10955	Confirm alignment of property requirements with business strategy	10955-ConfirmAlignmentOfPropertyRequirementsWithBusinessStrategy.mdx	Confirm	Alignment Of Property Requirements With Business Strategy	Develop property strategy and long term vision
10.1.1.2	10956	Appraise the external environment	10956-AppraiseTheExternalEnvironment.mdx	Appraise	External Environment	Develop property strategy and long term vision
10.1.1.3	10957	Determine build or buy decision	10957-DetermineBuildOrBuyDecision.mdx	Determine	Build Or Buy Decision	Develop property strategy and long term vision
10.1.2.1	10958	Design facility	10958-DesignFacility.mdx	Design	Facility	Plan facility
10.1.2.2	10959	Analyze budget	10959-AnalyzeBudget.mdx	Analyze	Budget	Plan facility
10.1.2.3	10960	Select property	10960-SelectProperty.mdx	Select	Property	Plan facility
10.1.2.4	10961	Negotiate terms for facility	10961-NegotiateTermsForFacility.mdx	Negotiate	Terms For Facility	Plan facility
10.1.2.5	10962	Manage construction or modification to building	10962-ManageConstructionOrModificationToBuilding.mdx	Manage	Construction Or Modification To Building	Plan facility
10.1.3.1	10963	Acquire workspace and facilities	10963-AcquireWorkspaceAndFacilities.mdx	Acquire	Workspace And Facilities	Provide workspace and facilities
10.1.3.2	10964	Change fit/form/function of workspace and facilities	10964-ChangeFitFormFunctionOfWorkspaceAndFacilities.mdx	Change	Fit/form/function Of Workspace And Facilities	Provide workspace and facilities
10.1.4.1	10965	Relocate people	10965-RelocatePeople.mdx	Relocate	People	Manage facilities operations
10.1.4.2	10966	Relocate material and tools	10966-RelocateMaterialAndTools.mdx	Relocate	Material And Tools	Manage facilities operations
10.2.1.1	19210	Define capital investment plan	19210-DefineCapitalInvestmentPlan.mdx	Define	Capital Investment Plan	Manage capital program for productive assets
10.2.1.2	19211	Monitor capital program	19211-MonitorCapitalProgram.mdx	Monitor	Capital Program	Manage capital program for productive assets
10.2.1.3	19212	Secure construction financing	19212-SecureConstructionFinancing.mdx	Secure	Construction Financing	Manage capital program for productive assets
10.2.2.1	19220	Develop construction strategy	19220-DevelopConstructionStrategy.mdx	Develop	Construction Strategy	Design and plan asset construction
10.2.2.2	11276	Perform construction performance management	11276-PerformConstructionPerformanceManagement.mdx	Perform	Construction Performance Management	Design and plan asset construction
10.2.2.3	19221	Obtain construction permissions	19221-ObtainConstructionPermissions.mdx	Obtain	Construction Permissions	Design and plan asset construction
10.2.2.4	19222	Design assets	19222-DesignAssets.mdx	Design	Assets	Design and plan asset construction
10.2.2.5	19223	Plan construction resources	19223-PlanConstructionResources.mdx	Plan	Construction Resources	Design and plan asset construction
10.2.3.1	19230	Schedule construction work	19230-ScheduleConstructionWork.mdx	Schedule	Construction Work	Schedule and perform construction work
10.2.3.2	19231	Obtain resources	19231-ObtainResources.mdx	Obtain	Resources	Schedule and perform construction work
10.2.3.3	19232	Construct new assets	19232-ConstructNewAssets.mdx	Construct	New Assets	Schedule and perform construction work
10.2.3.4	19233	Augment existing assets	19233-AugmentExistingAssets.mdx	Augment	Existing Assets	Schedule and perform construction work
10.2.3.5	19234	Renew/Replace assets	19234-RenewReplaceAssets.mdx	Renew/Replace	Assets	Schedule and perform construction work
10.2.4.1	19225	Monitor work performance	19225-MonitorWorkPerformance.mdx	Monitor	Work Performance	Manage asset construction
10.2.4.2	19226	Undertake construction quality control	19226-UndertakeConstructionQualityControl.mdx	Undertake	Construction Quality Control	Manage asset construction
10.2.4.3	19227	Create work and asset records	19227-CreateWorkAndAssetRecords.mdx	Create	Work And Asset Records	Manage asset construction
10.2.4.4	19228	Manage safety, security, and access to sites	19228-ManageSafetySecurityAndAccessToSites.mdx	Manage	Safety, Security, And Access To Sites	Manage asset construction
10.3.1.1	19240	Develop maintenance strategies	19240-DevelopMaintenanceStrategies.mdx	Develop	Maintenance Strategies	Plan asset maintenance
10.3.1.2	10967	Analyze assets and predict maintenance requirements	10967-AnalyzeAssetsAndPredictMaintenanceRequirements.mdx	Analyze	Assets And Predict Maintenance Requirements	Plan asset maintenance
10.3.1.3	19241	Specify maintenance policies	19241-SpecifyMaintenancePolicies.mdx	Specify	Maintenance Policies	Plan asset maintenance
10.3.1.4	10968	Integrate preventive maintenance into operations schedule	10968-IntegratePreventiveMaintenanceIntoOperationsSchedule.mdx	Integrate	Preventive Maintenance Into Operations Schedule	Plan asset maintenance
10.3.1.5	19242	Identify work management tasks & priorities	19242-IdentifyWorkManagementTasksPriorities.mdx	Identify	Work Management Tasks & Priorities	Plan asset maintenance
10.3.1.6	19243	Conduct resource planning	19243-ConductResourcePlanning.mdx	Conduct	Resource Planning	Plan asset maintenance
10.3.1.7	19244	Create work plans	19244-CreateWorkPlans.mdx	Create	Work Plans	Plan asset maintenance
10.3.2.1	19246	Schedule work	19246-ScheduleWork.mdx	Schedule	Work	Manage asset maintenance
10.3.2.2	19247	Obtain required resources	19247-ObtainRequiredResources.mdx	Obtain	Required Resources	Manage asset maintenance
10.3.2.3	19248	Undertake quality control	19248-UndertakeQualityControl.mdx	Undertake	Quality Control	Manage asset maintenance
10.3.2.4	19249	Update work and asset records	19249-UpdateWorkAndAssetRecords.mdx	Update	Work And Asset Records	Manage asset maintenance
10.3.2.5	19250	Manage maintenance work safety	19250-ManageMaintenanceWorkSafety.mdx	Manage	Maintenance Work Safety	Manage asset maintenance
10.3.2.6	19251	Define maintenance performance targets	19251-DefineMaintenancePerformanceTargets.mdx	Define	Maintenance Performance Targets	Manage asset maintenance
10.3.2.7	19252	Monitor maintenance performance against targets/contracts	19252-MonitorMaintenancePerformanceAgainstTargetsContracts.mdx	Monitor	Maintenance Performance Against Targets/contracts	Manage asset maintenance
10.3.3.1	10947	Perform preventative asset maintenance	10947-PerformPreventativeAssetMaintenance.mdx	Perform	Preventative Asset Maintenance	Perform asset maintenance
10.3.3.2	19254	Perform routine asset maintenance	19254-PerformRoutineAssetMaintenance.mdx	Perform	Routine Asset Maintenance	Perform asset maintenance
10.3.3.3	19255	Perform corrective asset maintenance and repairs	19255-PerformCorrectiveAssetMaintenanceAndRepairs.mdx	Perform	Corrective Asset Maintenance And Repairs	Perform asset maintenance
